Título;ISSN impresa;ISSN en linea;Instituto;URL
Revista Interdisciplinaria de Estudios Agrarios;2618-2475;;;https://biblat.unam.mx/es/revista/revista-interdisciplinaria-de-estudios-agrarios/articulo/cuestion-agraria-y-gobiernos-de-izquierda-deere-carmen-diana-ezquerro-canete-arturo-fogel-ramon-purcell-thomas-f-lapegna-pablo-webber-jeffery-r-clark-patrick-pineiro-diego-cardeillac-joaquin-baumeister-eduardo-marti-i-puig-salvador-sauer-sergio-meszaros-george-vergara-camus-leandro-y-kay-cristobal-la-cuestion-agraria-y-los-gobiernos-de-izquierda-en-america-latina-campesinos-agronegocio-y-neodesarrollismo-clacso-2018-httpbiblioteca-clacso-edu-arclacsose20180608115610lacuestionagraria-pdf
Trabajo y sociedad (Santiago del Estero);1514-6871;;;https://biblat.unam.mx/es/revista/trabajo-y-sociedad-santiago-del-estero/articulo/del-paro-a-la-pueblada-cultura-politica-y-marcos-para-la-accion-colectiva-el-caso-de-ate-neuquen-entre-1990-1995
Revista de ingeniería (La Plata);0482-5772;;;https://biblat.unam.mx/es/revista/revista-de-ingenieria-la-plata/articulo/aplicacion-del-plan-nacional-de-agua-potable-a-localidades-rurales-en-la-provincia-de-buenos-aires
Boletín de ciencias políticas y sociales;0045-2394;;;https://biblat.unam.mx/es/revista/boletin-de-ciencias-politicas-y-sociales/articulo/algunos-aspectos-de-la-teoria-general-del-sistema-tributario
Miríada. Investigación en ciencias sociales;2250-4621;;;https://biblat.unam.mx/es/revista/miriada-investigacion-en-ciencias-sociales/articulo/carreras-politicas-a-nivel-subnacional-los-matrimonios-politicos-como-modo-de-construccion-del-poder
Revista de ciencia y tecnología. Serie forestal;1668-4133;;;https://biblat.unam.mx/es/revista/revista-de-ciencia-y-tecnologia-serie-forestal/articulo/ajuste-de-funciones-de-forma-en-grevillea-robusta-a-cunn
Revista de ciencias jurídicas y sociales;0325-0601;;;https://biblat.unam.mx/es/revista/revista-de-ciencias-juridicas-y-sociales/articulo/aspectos-positivos-y-negativos-de-la-reforma-procesal-penal
Limen;0024-354X;;;https://biblat.unam.mx/es/revista/limen/articulo/acerca-de-los-codigos-de-comunicacion
Diálogos Pedagógicos;2524-9274;;;https://biblat.unam.mx/es/revista/dialogos-pedagogicos/articulo/antes-era-mas-facil-la-incomodidad-de-ensenar-educacion-fisica-en-tiempos-de-educacion-sexual-integral
Paraguay desde las ciencias sociales;2314-1638;;;https://biblat.unam.mx/es/revista/paraguay-desde-las-ciencias-sociales/articulo/elites-locales-en-el-interior-del-paraguay-del-siglo-xix
Revista de estudios procesales;0326-9981;;;https://biblat.unam.mx/es/revista/revista-de-estudios-procesales/articulo/acerca-de-la-falta-de-acusacion-en-el-proceso-penal-santafesino
Mitológicas (Buenos Aires);0326-5676;;;https://biblat.unam.mx/es/revista/mitologicas-buenos-aires/articulo/el-contar-milagroso-en-la-tradicion-oral-del-noa
Informe - Instituto de Investigaciones Económicas de la Universidad Argentina de la Empresa;0325-0997;;;https://biblat.unam.mx/es/revista/informe-instituto-de-investigaciones-economicas-de-la-universidad-argentina-de-la-empresa/articulo/analisis-economico-de-las-inversiones-extranjeras-en-la-argentina-durante-el-periodo-1955-73
Ambiente subtropical;0327-0440;;;https://biblat.unam.mx/es/revista/ambiente-subtropical/articulo/aproximacion-al-conocimiento-del-proceso-de-erosion-del-suelo-en-el-chaco-oriental
Boletín genético;0067-9720;;;https://biblat.unam.mx/es/revista/boletin-genetico/articulo/a-case-of-allelic-erosion-in-flax-suceptibility-of-cultivar-alcorta-inta-to-melampsora-lini
Apuntes de investigación del CECYP;1851-9814;;;https://biblat.unam.mx/es/revista/apuntes-de-investigacion-del-cecyp/articulo/contra-el-reino-de-la-bestia-nosotros-testigos-nos-levantaremos-e-p-thompson-y-la-campana-por-el-desarme-nuclear
Actas del Congreso Dr. Antonio A. R. Monteiro;0327-9170;;;https://biblat.unam.mx/es/revista/actas-del-congreso-dr-antonio-a-r-monteiro/articulo/a-distributional-convolution-product-of-c2-p-i0lamda
Revista perspectivas de politicas públicas;2362-2105;;;https://biblat.unam.mx/es/revista/revista-perspectivas-de-politicas-publicas/articulo/alcantara-manuel-buquet-daniel-tagina-maria-laura-coords-elecciones-y-partidos-en-america-latina-en-el-cambio-de-ciclo-madrid-centro-de-investigaciones-sociologicas-primera-edicion-2018-511-p-isbn-978-84-7476-760-5
Boletín técnico - Instituto Nacional de Tecnología Industrial;0325-6278;;;https://biblat.unam.mx/es/revista/boletin-tecnico-instituto-nacional-de-tecnologia-industrial/articulo/determinacion-del-comportamiento-acustico-de-elementos-constructivos
RiHumSo (San Justo);2250-8139;;;https://biblat.unam.mx/es/revista/rihumso-san-justo/articulo/cuestiones-de-politica-universitaria
Economía de Córdoba;0013-0435;;;https://biblat.unam.mx/es/revista/economia-de-cordoba/articulo/economia-provincial-julio-1987-marzo-1988
Archivos argentinos de tisiología y neumonología;0004-0509;;;https://biblat.unam.mx/es/revista/archivos-argentinos-de-tisiologia-y-neumonologia/articulo/aspectos-inmunologicos-de-la-tuberculosis
Boletines y trabajos de la Sociedad de Cirujanos (Mar del Plata);0326-3738;;;https://biblat.unam.mx/es/revista/boletines-y-trabajos-de-la-sociedad-de-cirujanos-mar-del-plata/articulo/cirugia-ultrasonica
Prácticas de oficio;1851-6076;;;https://biblat.unam.mx/es/revista/practicas-de-oficio/articulo/afectar-lecturas-y-practicas-reconstruccion-y-relacion-entre-investigacion-e-intervencion-con-jovenes
Notas del Museo de La Plata. Serie zoología;0372-4549;;;https://biblat.unam.mx/es/revista/notas-del-museo-de-la-plata-serie-zoologia/articulo/ciliados-protista-ciliophora-en-branquias-de-artemesia-longinaris-y-pleoticus-muelleri-crustacea-decapoda
Cuadernos de economía crítica;2525-1538;;;https://biblat.unam.mx/es/revista/cuadernos-de-economia-critica/articulo/argentina-en-la-industria-automotriz-global-una-discusion-acerca-de-la-comparacion-internacional-de-la-productividad-del-trabajo
Revista de ictiología;0327-6090;;;https://biblat.unam.mx/es/revista/revista-de-ictiologia/articulo/caracteristicas-hematologicas-do-hibrido-tambacu-seis-e-24-horas-apos-a-injecao-de-substancias-irritantes-na-bexiga-natatoria
La técnica del frío;0040-1730;;;https://biblat.unam.mx/es/revista/la-tecnica-del-frio/articulo/funcionamiento-y-capacidad-frigorifica-del-compresor
Revista del Museo de La Plata. Sección paleontología;0373-3823;;;https://biblat.unam.mx/es/revista/revista-del-museo-de-la-plata-seccion-paleontologia/articulo/los-sigmodontinos-mammaliarodentia-de-la-coleccion-ameghino-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-revision-taxonomica
Revista argentina de urología y nefrología;0048-7627;;;https://biblat.unam.mx/es/revista/revista-argentina-de-urologia-y-nefrologia/articulo/cancer-prostatico-subclinico-hallazgos-histopatologicos-en-los-vaciamientos-endocapsulares-por-via-retropubica
Kairos;1514-9331;;;https://biblat.unam.mx/es/revista/kairos/articulo/cooperacion-en-defensa-entre-argentina-y-chile-avances-a-30-anos-del-tratado-de-paz-y-amistad
Revista de antropología del Museo de Entre Ríos;2347-033X;;;https://biblat.unam.mx/es/revista/revista-de-antropologia-del-museo-de-entre-rios/articulo/el-registro-arqueologico-superficial-en-la-margen-sur-de-la-ria-deseado-santa-cruz-patagonia-estructuras-de-rocas-y-concheros
Publicación - Instituto Antártico Argentino;0521-520X;;;https://biblat.unam.mx/es/revista/publicacion-instituto-antartico-argentino/articulo/suelos-antarticos-clasificacion-taxonomica-y-cartografia
Opera lilloana;0078-5245;;;https://biblat.unam.mx/es/revista/opera-lilloana/articulo/mecanismos-de-regulacion-de-variables-fisiologicas-sistemicas
Notas del Museo de La Plata. Serie botánica;0372-4557;;;https://biblat.unam.mx/es/revista/notas-del-museo-de-la-plata-serie-botanica/articulo/anorthoneis-grunow-bacillariophyceae-nuevo-genero-para-el-atlantico-sur
Comunicaciones del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Zoología;0366-6905;;;https://biblat.unam.mx/es/revista/comunicaciones-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-zoologia/articulo/una-nueva-subespecie-de-podiceps-major-boddaert-aves-podicipedidae
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Ecología;0524-9481;;;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-ecologia/articulo/estimaciones-sobre-morfometria-y-crecimiento-de-la-iguana-colorada-tupinambis-rufescens-sauria-teiidae-en-la-argentina
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Entomología;0524-949X;;;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-entomologia/articulo/insectos-de-interes-forense-de-buenos-aires-argentina-primera-lista-ilustrada-y-datos-bionomicos
Comunicaciones del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Entomología;0524-9449;;;https://biblat.unam.mx/es/revista/comunicaciones-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-entomologia/articulo/antecedentes-y-perspectivas-de-la-coleccion-de-insectos-del-museo-de-historia-natural-de-la-ciudad-de-mexico-instituto-de-ecologia
Veterinaria (Corrientes);0506-8150;;;https://biblat.unam.mx/es/revista/veterinaria-corrientes/articulo/torsion-de-tumor-anexial-durante-el-embarazo
Monografías del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia";1515-7652;;;https://biblat.unam.mx/es/revista/monografias-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia/articulo/osteology-of-arctodictis-sinclairi-mammalia-metatheria-sparassodonta-and-phylogeny-of-cenozoic-metatherian-carnivores-from-south-america
Cuadernos de historia. Serie economía y sociedad;2422-7544;;;https://biblat.unam.mx/es/revista/cuadernos-de-historia-serie-economia-y-sociedad/articulo/alejandro-benedetti-jorge-tomasi-comps-espacialidades-altoandinas-nuevos-aportes-desde-la-argentina-miradas-hacia-lo-local-lo-comunitario-y-lo-domestico-editorial-de-la-facultad-de-filosofia-y-letras-buenos-aires-2014
Coordenadas. Revista de historia local y regional;2362-4752;;;https://biblat.unam.mx/es/revista/coordenadas-revista-de-historia-local-y-regional/articulo/arquitectura-publica-y-asistencia-social-en-mendoza-obras-para-el-amparo-de-menores-argentina-1932-1943
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Paleontología;0524-9511;;;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-paleontologia/articulo/los-vertebrados-fosiles-de-la-formacion-rio-colorado-de-la-ciudad-de-neuquen-y-cercanias-cretacico-superior-argentina
Publicación especial - Centro Panamericano de Zoonosis;0325-1640;;;https://biblat.unam.mx/es/revista/publicacion-especial-centro-panamericano-de-zoonosis/articulo/guia-para-programas-de-control-y-erradicacion-de-la-rabia-urbana
Mendeliana;0325-223X;;;https://biblat.unam.mx/es/revista/mendeliana/articulo/deficiencia-primaria-de-lactasa-tipo-adulto-en-la-poblacion-autoctona-de-jujuy-republica-argentina
Conector;0325-2426;;;https://biblat.unam.mx/es/revista/conector/articulo/corrosion-y-metalosis
Informes técnicos del Departamento de Aguas Continentales;0326-8659;;;https://biblat.unam.mx/es/revista/informes-tecnicos-del-departamento-de-aguas-continentales/articulo/evaluacion-del-rendimiento-pesquero-potencial-de-la-republica-argentina-iii-edad-y-crecimiento-de-peces-1
Lorentzia;0076-0897;;;https://biblat.unam.mx/es/revista/lorentzia/articulo/estudios-sobre-solanaceae-xvi-una-nueva-especie-de-solanum-subgen-solanum-de-peru-y-bolivia
Comunicaciones del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Botánica;0374-6801;;;https://biblat.unam.mx/es/revista/comunicaciones-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-botanica/articulo/lamprothamnium-haesseliae-c-c-jont-nov-sp-una-nueva-characeae-para-la-argentina
Notas del Museo de La Plata. Serie paleontología;0325-2256;;;https://biblat.unam.mx/es/revista/notas-del-museo-de-la-plata-serie-paleontologia/articulo/un-nuevo-genero-de-anhingidae-aves-pelecaniformes-de-la-formacion-ituzaingo-mioceno-superior-de-argentina
Revista del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Geología;0027-3880;;;https://biblat.unam.mx/es/revista/revista-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-geologia/articulo/hidroboracita-cao-mgo-b2o3-6-h2o-del-distrito-de-sijes-salta-argentina
Serie de monografías científicas y técnicas - Centro Panamericano de Zoonosis;0379-0061;;;https://biblat.unam.mx/es/revista/serie-de-monografias-cientificas-y-tecnicas-centro-panamericano-de-zoonosis/articulo/tecnica-de-contrainmunoelectroforesis-para-el-diagnostico-serologico-de-la-rabia
Revista de oxigenoterapia hiperbárica;0326-6761;;;https://biblat.unam.mx/es/revista/revista-de-oxigenoterapia-hiperbarica/articulo/barotraumatismos
Boletín del Servicio de Hidrografía Naval;0004-1076;;;https://biblat.unam.mx/es/revista/boletin-del-servicio-de-hidrografia-naval/articulo/actividades-desarrolladas-entre-el-1-i-y-31-viii-de-1976
Comunicaciones del Museo Provincial de Ciencias Naturales "Florentino Ameghino";0325-3856;;;https://biblat.unam.mx/es/revista/comunicaciones-del-museo-provincial-de-ciencias-naturales-florentino-ameghino/articulo/aporte-de-los-microscopistas-clasicos-al-conocimiento-de-las-celulas-del-sistema-nervioso
Serie técnica - CECOAL;0327-0459;;;https://biblat.unam.mx/es/revista/serie-tecnica-cecoal/articulo/contribucion-a-la-bibliografia-del-chaco-oriental
Comunicaciones del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Ecología;0325-1861;;;https://biblat.unam.mx/es/revista/comunicaciones-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-ecologia/articulo/tabla-de-vida-tasa-de-fertilidad-y-tasa-innata-de-incremento-estimada-para-el-roedor-akodon-dolores-thomas-criado-en-cautiverio-rodentia-cricetidae
Boletín informativo del Instituto Bibliotecológico;0041-834X;;;https://biblat.unam.mx/es/revista/boletin-informativo-del-instituto-bibliotecologico/articulo/impresos-argentinos-de-los-siglos-xviii-y-xix-bandos-decretos-documentos-folletos-periodicos-proclamas-buenos-aires-libreria-lamateur-1984-63-p
Serie material de trabajo - Instituto de Economía y Finanzas. Universidad Nacional de Córdoba;0325-3805;;;https://biblat.unam.mx/es/revista/serie-material-de-trabajo-instituto-de-economia-y-finanzas-universidad-nacional-de-cordoba/articulo/una-metodologia-empirica-para-el-calculo-del-valor-agregado-por-la-agricultura-en-cordoba
Masquedós (Tandil);2469-2158;;;https://biblat.unam.mx/es/revista/masquedos-tandil/articulo/programa-de-apoio-a-pessoa-portadora-de-deficit-de-atencao-e-hiperatividade
Publicaciones de extensión cultural y didáctica;0325-1853;;;https://biblat.unam.mx/es/revista/publicaciones-de-extension-cultural-y-didactica/articulo/malacologia-sanitaria-el-papel-de-los-moluscos-en-la-transmision-de-parasitosis-helminticas-y-su-relacion-con-el-riesgo-de-esquistosomiasis-en-el-paraguay-y-la-argentina
Comunicaciones del Museo Argentino de Ciencias Naturales "Bernardino Rivadavia". Geología;0366-6875;;;https://biblat.unam.mx/es/revista/comunicaciones-del-museo-argentino-de-ciencias-naturales-bernardino-rivadavia-geologia/articulo/sobre-la-posible-presencia-de-suelos-latosoles-fosiles-en-el-grupo-paganzo-argentina
Contribución técnica - Centro de Investigación de Biología Marina;0524-9341;;;https://biblat.unam.mx/es/revista/contribucion-tecnica-centro-de-investigacion-de-biologia-marina/articulo/estudios-sobre-los-componentes-minerales-de-aplicacion-agricola-de-corallina-officinalis-l-y-bossiella-orbigniana-dcne-silva-ssp-orbigniana-con-especial-referencia-a-la-variacion-estacional-del-contenido-de-carbonato-de-calcio
Acta bioquímica clínica latinoamericana. Suplemento;1851-7064;;;https://biblat.unam.mx/es/revista/acta-bioquimica-clinica-latinoamericana-suplemento/articulo/iii-congreso-internacional-sobre-cambio-climatico-y-desarrollo-sustentable
Revista de ciencias administrativas - INADE;0325-3791;;;https://biblat.unam.mx/es/revista/revista-de-ciencias-administrativas-inade/articulo/algunas-contribuciones-para-el-conocimiento-de-la-realidad-fisica-economica-y-socio-cultural-de-la-provincia-de-cordoba-tercera-parte
Notas de matemática discreta;0326-1336;;;https://biblat.unam.mx/es/revista/notas-de-matematica-discreta/articulo/recuento-y-enumeracion-de-caminos-y-de-cadenas-elementales
Notas del Museo de La Plata. Serie geología;0372-4530;;;https://biblat.unam.mx/es/revista/notas-del-museo-de-la-plata-serie-geologia/articulo/perdidas-de-sustancias-humicas-de-suelos-natricos-a-traves-del-rio-samborombon-2-comparacion-de-suelos-con-horizonte-natrico-y-argilico
